Education;JoiningYear;City;PaymentTier (1: HIGHEST 2: MID LEVEL 3:LOWEST);Salary;Age;Gender;ExperienceInCurrentField;LeaveOrNot
Masters;2017;New Delhi;2;589;26;Female;4;1
Bachelors;2016;Pune;2;797;30;Female;1;1
Masters;2014;New Delhi;3;488;28;Male;0;0
Bachelors;2015;Bangalore;3;481;28;Male;2;0
Masters;2015;Pune;2;521;30;Female;1;0
Masters;2017;New Delhi;2;561;27;Female;5;0
Bachelors;2014;Bangalore;3;329;26;Male;4;0
Bachelors;2013;Pune;3;358;27;Male;5;0
Bachelors;2016;Bangalore;3;581;30;Male;1;1
Masters;2017;New Delhi;3;588;29;Male;2;0
Bachelors;2012;Bangalore;3;351;30;Female;1;0
Bachelors;2018;Bangalore;3;381;29;Male;3;1
Masters;2018;Pune;3;462;29;Male;2;1
Bachelors;2016;Bangalore;3;526;27;Female;5;0
Bachelors;2017;New Delhi;2;540;28;Male;2;0
Bachelors;2016;Bangalore;3;431;29;Female;0;1
Bachelors;2016;New Delhi;1;730;29;Female;1;0
Bachelors;2015;Pune;2;620;28;Female;0;1
Bachelors;2012;Bangalore;3;560;29;Male;2;0
PHD;2014;Bangalore;3;365;27;Male;5;0
Bachelors;2013;Bangalore;3;481;27;Male;5;0
Bachelors;2018;Bangalore;3;313;29;Female;3;1
Masters;2017;New Delhi;2;628;30;Male;2;0
Masters;2016;New Delhi;3;486;29;Female;1;1
Bachelors;2012;Bangalore;3;592;26;Male;4;0
Bachelors;2015;Pune;3;365;28;Male;5;0
Bachelors;2017;New Delhi;2;667;29;Female;5;0
Bachelors;2014;Bangalore;3;525;30;Male;0;0
Bachelors;2017;Bangalore;3;455;30;Male;0;0
Bachelors;2014;Pune;3;450;28;Male;2;0
Bachelors;2013;New Delhi;3;541;28;Female;1;0
Bachelors;2016;New Delhi;3;309;26;Female;4;0
Bachelors;2012;New Delhi;3;523;28;Female;0;0
Bachelors;2017;Bangalore;3;526;29;Male;0;0
Bachelors;2018;Bangalore;3;370;27;Male;5;1
Masters;2017;New Delhi;2;798;26;Male;4;1
Bachelors;2017;New Delhi;3;498;26;Female;4;0
Bachelors;2013;Bangalore;3;360;27;Male;5;1
Bachelors;2014;Bangalore;3;397;26;Male;4;0
Bachelors;2013;Pune;2;501;29;Female;0;1
Bachelors;2013;Pune;2;741;28;Female;4;1
Bachelors;2017;Bangalore;3;449;26;Male;4;0
Bachelors;2015;Pune;2;782;28;Female;0;1
Bachelors;2017;Bangalore;3;398;29;Male;1;0
Bachelors;2013;Bangalore;3;325;29;Female;3;0
Bachelors;2015;Bangalore;3;472;29;Male;5;0
Bachelors;2017;New Delhi;3;376;30;Female;3;0
Bachelors;2015;Pune;3;571;29;Male;0;0
Bachelors;2013;Bangalore;3;543;27;Female;5;0
Bachelors;2016;Bangalore;3;383;26;Male;4;0
Bachelors;2014;Bangalore;3;457;27;Male;5;1
Bachelors;2012;Bangalore;3;590;28;Male;2;0
Bachelors;2017;Bangalore;3;571;27;Male;5;0
Bachelors;2018;Bangalore;3;464;29;Male;0;1
Bachelors;2017;Bangalore;1;875;29;Female;5;0
Bachelors;2017;Bangalore;3;557;27;Male;5;0
Masters;2017;Bangalore;2;580;27;Male;5;1
Masters;2014;New Delhi;3;336;28;Female;2;0
Bachelors;2012;New Delhi;3;536;27;Female;5;1
Bachelors;2012;Bangalore;3;359;28;Male;0;0
Masters;2017;Pune;2;703;27;Male;5;0
Bachelors;2013;Bangalore;3;537;26;Male;4;0
Bachelors;2013;New Delhi;3;461;27;Female;5;1
Bachelors;2013;Bangalore;2;524;26;Female;4;1
Bachelors;2012;Pune;2;544;27;Female;5;1
Bachelors;2016;Pune;3;576;26;Female;4;1
Bachelors;2017;New Delhi;2;774;27;Male;5;0
Bachelors;2012;Bangalore;3;517;28;Female;3;0
Bachelors;2015;Bangalore;3;559;26;Male;4;0
Masters;2017;New Delhi;3;331;27;Male;5;0
Bachelors;2013;Pune;2;767;30;Female;5;1
Bachelors;2013;Pune;3;515;28;Male;0;0
Bachelors;2012;Pune;3;364;26;Male;4;0
Bachelors;2016;Bangalore;3;582;28;Male;3;1
Masters;2015;Pune;3;443;26;Male;4;1
Bachelors;2017;New Delhi;2;531;26;Female;4;0
Masters;2017;Bangalore;2;687;26;Male;4;1
Bachelors;2014;Bangalore;3;300;30;Female;2;0
Bachelors;2014;Bangalore;3;419;29;Female;2;0
Bachelors;2017;Pune;3;343;26;Male;4;0
Bachelors;2013;Bangalore;3;512;28;Male;0;0
Bachelors;2018;Bangalore;3;311;29;Male;1;1
Bachelors;2016;Bangalore;3;539;30;Female;3;0
Bachelors;2017;Bangalore;3;420;30;Male;0;1
PHD;2015;New Delhi;3;457;29;Male;4;0
Bachelors;2017;New Delhi;2;540;26;Female;4;0
Bachelors;2013;Bangalore;3;340;26;Female;4;0
Bachelors;2014;Bangalore;1;808;28;Female;5;0
Bachelors;2014;Pune;3;466;30;Male;0;0
Masters;2012;Bangalore;3;587;26;Female;4;1
Bachelors;2013;New Delhi;2;674;26;Female;4;1
Bachelors;2015;Bangalore;3;335;26;Male;4;0
Bachelors;2016;New Delhi;3;497;29;Female;0;0
Bachelors;2015;Bangalore;3;385;27;Female;5;0
Masters;2018;New Delhi;3;494;28;Female;2;1
PHD;2015;New Delhi;2;720;27;Female;5;0
Masters;2013;Pune;1;702;30;Male;1;0
Bachelors;2012;Pune;3;367;26;Male;4;0
Bachelors;2015;Pune;2;632;26;Female;4;1
Bachelors;2018;New Delhi;3;387;30;Female;3;1
PHD;2013;New Delhi;3;527;30;Male;5;0
Bachelors;2013;Bangalore;3;372;28;Male;0;0
Masters;2014;New Delhi;3;375;26;Male;4;1
Bachelors;2017;Bangalore;3;551;29;Male;1;0
Bachelors;2013;Bangalore;3;550;26;Male;4;0
Bachelors;2012;Pune;3;376;26;Male;4;0
Bachelors;2014;Pune;3;487;26;Male;4;0
Bachelors;2015;Pune;3;528;29;Male;0;0
Bachelors;2014;Bangalore;1;826;26;Male;4;0
Bachelors;2018;Bangalore;3;392;36;Male;2;1
Bachelors;2018;Bangalore;3;573;37;Male;4;1
Bachelors;2015;Pune;3;423;35;Female;0;1
Bachelors;2013;Pune;2;754;32;Female;4;1
Bachelors;2013;Pune;1;744;39;Female;0;1
Bachelors;2018;Pune;3;301;32;Male;1;1
PHD;2012;New Delhi;3;497;37;Female;5;0
Bachelors;2012;Pune;3;582;31;Male;4;0
Bachelors;2018;Pune;3;554;31;Male;1;1
Bachelors;2017;Bangalore;3;355;33;Male;2;0
Masters;2017;Pune;2;712;37;Male;2;0
Bachelors;2014;Pune;3;425;31;Male;1;0
Masters;2017;Bangalore;3;428;40;Female;4;0
Bachelors;2017;New Delhi;2;660;32;Male;0;0
Bachelors;2016;Bangalore;3;300;41;Male;0;0
Bachelors;2018;Bangalore;3;357;35;Female;5;1
Bachelors;2014;Pune;3;429;34;Male;3;0
Bachelors;2017;Bangalore;3;398;31;Male;0;0
Masters;2017;Bangalore;3;406;41;Female;2;1
Bachelors;2015;Pune;3;484;41;Male;5;0
Bachelors;2016;Bangalore;3;540;37;Female;0;0
Bachelors;2018;Bangalore;3;448;32;Female;3;1
Bachelors;2015;Bangalore;3;589;37;Male;3;0
Bachelors;2016;Bangalore;3;464;32;Male;1;0
Masters;2017;New Delhi;3;559;36;Female;5;0
Bachelors;2014;Bangalore;3;565;36;Male;3;0
Bachelors;2015;Bangalore;3;323;36;Male;5;0
Bachelors;2017;Bangalore;3;317;41;Male;3;0
Bachelors;2015;Pune;3;419;39;Male;3;0
Bachelors;2013;Pune;3;564;37;Male;0;0
Bachelors;2013;Bangalore;3;499;32;Male;1;0
Bachelors;2012;Bangalore;3;536;36;Male;2;0
Bachelors;2013;Bangalore;3;364;36;Male;4;0
Bachelors;2014;Bangalore;3;461;36;Male;1;0
Bachelors;2018;Bangalore;3;465;32;Female;2;1
Bachelors;2018;Bangalore;3;596;34;Male;3;1
Bachelors;2018;Bangalore;3;460;37;Male;5;1
Bachelors;2018;Pune;3;337;40;Male;3;1
Bachelors;2014;Pune;2;688;36;Female;3;1
Bachelors;2017;Pune;2;768;38;Female;0;0
Masters;2017;New Delhi;2;701;31;Female;0;1
Bachelors;2013;New Delhi;3;410;41;Female;4;0
Masters;2012;Bangalore;2;649;32;Male;3;1
Bachelors;2017;New Delhi;2;508;41;Female;3;0
Bachelors;2013;Pune;3;504;40;Male;5;0
Bachelors;2014;Bangalore;3;349;38;Female;2;1
Masters;2017;New Delhi;2;712;36;Male;5;0
Bachelors;2013;New Delhi;3;456;33;Female;1;0
Bachelors;2014;Bangalore;3;353;39;Male;0;0
Bachelors;2013;Bangalore;3;365;39;Male;0;0
Bachelors;2014;Bangalore;3;332;33;Male;4;0
Bachelors;2017;Pune;3;413;32;Male;5;0
Bachelors;2014;Bangalore;3;331;35;Female;2;1
Bachelors;2014;Bangalore;3;309;36;Male;5;0
Bachelors;2018;Pune;2;690;39;Female;0;1
Bachelors;2013;Bangalore;3;467;37;Female;5;0
Masters;2017;New Delhi;2;631;35;Female;2;1
Bachelors;2017;Bangalore;3;473;36;Male;5;0
Masters;2013;New Delhi;3;309;41;Male;0;0
Bachelors;2017;Bangalore;3;316;33;Male;2;0
Bachelors;2018;Bangalore;3;386;38;Male;2;1
Bachelors;2015;Bangalore;3;346;34;Male;5;0
Bachelors;2012;Bangalore;3;463;34;Male;1;0
Bachelors;2015;Pune;3;399;35;Male;5;0
Bachelors;2012;Bangalore;3;462;39;Female;2;0
Bachelors;2012;Bangalore;3;337;41;Male;3;0
Bachelors;2018;Bangalore;3;481;34;Male;2;1
Masters;2015;Pune;2;712;35;Female;1;0
Bachelors;2012;Bangalore;3;518;33;Male;2;0
Bachelors;2015;Bangalore;3;553;39;Male;3;0
Masters;2017;New Delhi;2;608;35;Male;2;0
Bachelors;2017;New Delhi;2;577;31;Female;0;0
Bachelors;2016;Bangalore;3;565;34;Male;4;0
Bachelors;2013;Bangalore;3;318;40;Female;5;0
Bachelors;2016;New Delhi;3;567;31;Female;4;0
Bachelors;2016;Pune;3;495;33;Male;3;0
Bachelors;2013;Bangalore;3;395;32;Male;5;0
Masters;2017;New Delhi;2;501;31;Male;4;1
Bachelors;2014;Bangalore;3;427;39;Male;2;0
Bachelors;2016;Bangalore;3;303;33;Male;1;1
Bachelors;2014;Bangalore;3;566;40;Female;4;0
Bachelors;2016;Bangalore;3;349;39;Male;0;1
Bachelors;2017;Bangalore;3;331;35;Male;2;0
Bachelors;2017;Bangalore;3;598;32;Male;1;0
Bachelors;2015;Pune;2;560;34;Female;5;1
Bachelors;2017;Bangalore;3;352;40;Female;4;0
Masters;2017;Pune;3;556;33;Male;4;1
Bachelors;2015;Pune;2;515;36;Female;0;1
Masters;2018;Bangalore;3;411;39;Male;3;1
Bachelors;2012;Bangalore;3;389;37;Female;5;1
Bachelors;2018;Bangalore;3;392;36;Male;1;1
Bachelors;2017;New Delhi;2;730;39;Male;2;0
Bachelors;2015;Pune;2;508;35;Female;4;1
Masters;2018;New Delhi;3;432;41;Male;2;1
Bachelors;2012;Pune;3;563;31;Male;5;0
Bachelors;2015;Pune;2;577;36;Female;0;1
Bachelors;2016;Bangalore;3;571;32;Male;1;0
Bachelors;2017;Bangalore;3;525;37;Male;2;1
Bachelors;2015;Pune;2;692;39;Female;4;1
Bachelors;2012;Pune;3;547;34;Male;2;0
Bachelors;2012;Bangalore;3;386;35;Female;1;0
Bachelors;2015;Bangalore;3;313;40;Female;2;0
Bachelors;2016;Bangalore;3;545;39;Female;1;0
Bachelors;2017;Bangalore;3;438;39;Female;1;0
Bachelors;2015;Pune;3;566;41;Female;3;1
Bachelors;2012;Pune;3;451;40;Male;2;0
Bachelors;2012;Bangalore;1;868;36;Male;3;0
Bachelors;2017;New Delhi;2;764;33;Female;2;0
Masters;2014;New Delhi;3;346;33;Male;2;0
Masters;2018;New Delhi;3;466;40;Male;2;1
Bachelors;2015;Pune;2;559;34;Female;2;1
Bachelors;2014;Bangalore;3;462;33;Female;1;0
Masters;2015;New Delhi;1;790;34;Male;5;1
Masters;2017;New Delhi;1;803;40;Male;5;0
Bachelors;2014;Bangalore;3;322;32;Male;4;0
Bachelors;2017;New Delhi;3;410;38;Male;2;0
Bachelors;2015;Bangalore;3;419;38;Male;4;0
Bachelors;2015;Bangalore;3;405;32;Male;2;0
Bachelors;2013;Bangalore;3;438;31;Female;3;1
Bachelors;2015;Bangalore;3;326;39;Female;0;0
Masters;2017;Pune;2;673;41;Male;2;0
Bachelors;2015;Pune;2;730;35;Female;2;1
Bachelors;2016;Pune;3;503;39;Male;5;0
Bachelors;2014;Bangalore;3;501;40;Female;0;0
Bachelors;2016;Bangalore;3;322;41;Male;1;0
Masters;2015;Pune;2;567;34;Female;1;0
Bachelors;2016;Pune;2;655;37;Female;5;1
Bachelors;2017;New Delhi;2;761;36;Male;2;0
Bachelors;2015;Pune;3;446;37;Male;1;0
Masters;2015;Pune;1;725;40;Female;1;0
Bachelors;2018;New Delhi;3;509;39;Female;0;1
Bachelors;2017;New Delhi;2;663;36;Female;5;0
Bachelors;2015;Bangalore;2;683;32;Female;2;1
PHD;2015;Pune;3;313;31;Female;1;0
Bachelors;2012;Bangalore;3;389;31;Male;4;0
Bachelors;2013;New Delhi;3;368;36;Female;5;0
Bachelors;2014;Bangalore;3;347;35;Male;3;0
Masters;2013;New Delhi;2;658;33;Female;2;1
Bachelors;2014;Bangalore;3;324;39;Male;1;0
Bachelors;2015;Pune;3;484;35;Female;1;1
Bachelors;2013;Bangalore;3;358;38;Female;4;0
Masters;2017;Bangalore;3;437;39;Female;4;1
Bachelors;2012;Bangalore;3;464;41;Male;3;0
Bachelors;2014;Pune;2;637;35;Male;2;1
Bachelors;2016;Pune;3;307;31;Male;1;0
Bachelors;2017;New Delhi;2;749;32;Female;4;1
Bachelors;2016;New Delhi;3;525;34;Male;1;0
Bachelors;2014;Bangalore;3;599;34;Male;3;0
Masters;2014;New Delhi;3;499;36;Male;1;1
Masters;2017;Bangalore;2;645;41;Male;4;0
Masters;2017;Pune;2;504;39;Female;3;0
Masters;2017;New Delhi;2;605;38;Male;5;0
Bachelors;2012;Bangalore;3;336;37;Male;4;0
Bachelors;2015;Bangalore;3;354;38;Male;3;1
Bachelors;2014;Bangalore;3;554;37;Male;4;0
Bachelors;2017;Bangalore;3;421;34;Male;5;0
Bachelors;2014;Bangalore;1;767;39;Male;5;0
Masters;2017;New Delhi;2;717;38;Female;2;1
Masters;2017;New Delhi;3;501;33;Male;5;0
Bachelors;2012;Bangalore;3;555;33;Female;5;0
Bachelors;2012;Bangalore;3;351;34;Male;4;0
Bachelors;2016;Pune;2;737;32;Female;0;1
Bachelors;2012;Bangalore;3;373;33;Female;0;0
Masters;2013;Pune;3;316;37;Male;2;0
Masters;2015;New Delhi;3;530;37;Male;2;1
Bachelors;2013;New Delhi;3;309;37;Male;2;0
Bachelors;2017;Bangalore;3;497;40;Male;1;0
Masters;2016;New Delhi;3;300;32;Male;1;0
Bachelors;2016;Bangalore;3;309;36;Female;5;1
Bachelors;2014;Bangalore;3;404;36;Male;4;0
Bachelors;2014;Bangalore;3;520;36;Female;1;1
Masters;2017;New Delhi;3;329;31;Male;1;1
Bachelors;2015;Bangalore;3;518;38;Male;4;0
Masters;2017;New Delhi;3;599;38;Male;2;0
Bachelors;2012;Pune;3;585;39;Male;2;0
Bachelors;2014;Bangalore;1;868;37;Male;5;0
Bachelors;2015;Pune;2;503;36;Female;1;1
Bachelors;2013;Bangalore;3;392;35;Male;2;1
Bachelors;2013;Pune;3;567;40;Female;5;1
Bachelors;2014;Pune;3;552;40;Male;5;0
Bachelors;2017;Bangalore;3;464;35;Female;3;0
Bachelors;2012;Bangalore;3;480;41;Female;5;0
Bachelors;2015;Bangalore;3;398;32;Male;4;0
Bachelors;2013;Bangalore;3;484;41;Male;2;0
Bachelors;2016;New Delhi;3;357;40;Female;1;1
Bachelors;2017;Pune;3;351;40;Male;3;0
Bachelors;2017;Bangalore;3;418;34;Male;3;1
Masters;2017;New Delhi;2;797;36;Male;2;0
Bachelors;2017;New Delhi;3;468;33;Female;2;0
Bachelors;2014;Pune;3;371;41;Male;2;0
Bachelors;2014;Bangalore;3;397;40;Female;3;0
Bachelors;2016;Bangalore;3;581;31;Male;1;1
Masters;2015;Bangalore;3;439;32;Female;2;1
Bachelors;2017;Pune;3;518;34;Female;1;1
Bachelors;2016;New Delhi;3;390;32;Male;4;0
Bachelors;2013;Bangalore;3;395;32;Female;4;0
Bachelors;2014;Bangalore;3;512;38;Male;2;0
Masters;2017;New Delhi;3;414;32;Male;1;1
Bachelors;2015;New Delhi;3;585;40;Male;2;0
Bachelors;2017;New Delhi;1;832;38;Female;1;1
Bachelors;2017;Pune;3;370;37;Male;0;0
PHD;2014;Bangalore;3;381;31;Male;1;0
Bachelors;2014;Pune;3;339;34;Male;0;0
Masters;2017;New Delhi;2;532;34;Female;2;1
Bachelors;2013;Pune;2;702;37;Female;0;1
Masters;2017;New Delhi;2;715;31;Male;1;0
Bachelors;2017;Bangalore;3;436;35;Male;5;0
PHD;2015;New Delhi;3;533;34;Female;4;0
Bachelors;2012;Bangalore;1;867;32;Male;1;1
Bachelors;2017;Pune;3;455;31;Male;0;0
Bachelors;2015;Bangalore;3;474;36;Female;5;0
Masters;2017;New Delhi;3;525;38;Female;2;0
Bachelors;2015;Pune;3;540;34;Male;4;0
Bachelors;2013;Bangalore;1;796;39;Female;1;1
PHD;2013;Pune;3;358;35;Male;0;0
Masters;2015;Pune;2;545;33;Male;4;1
Masters;2014;Bangalore;3;329;35;Female;2;1
Masters;2015;New Delhi;3;364;40;Male;2;0
Bachelors;2015;Pune;2;629;32;Female;0;1
Bachelors;2013;Bangalore;3;448;38;Male;1;0
Bachelors;2012;Bangalore;3;529;32;Female;1;1
Bachelors;2018;Bangalore;3;531;36;Male;3;1
Bachelors;2012;Bangalore;3;579;35;Male;1;0
Bachelors;2013;New Delhi;3;522;37;Female;0;0
Bachelors;2015;Pune;2;572;35;Male;3;1
Masters;2017;Pune;2;726;37;Female;1;0
Masters;2017;Pune;2;726;39;Male;4;0
Masters;2014;Pune;3;537;40;Male;4;1
Bachelors;2012;Pune;2;518;41;Female;1;1
Bachelors;2018;Pune;3;466;41;Male;0;1
Masters;2017;Pune;2;569;39;Female;2;0
Bachelors;2012;Bangalore;3;516;38;Female;5;0
Bachelors;2013;Bangalore;3;433;33;Male;3;0
Bachelors;2014;Bangalore;3;521;36;Female;3;0
Bachelors;2017;Bangalore;3;549;41;Male;5;0
PHD;2012;New Delhi;3;439;40;Female;5;0
Bachelors;2013;Bangalore;3;461;31;Female;4;1
Bachelors;2012;Bangalore;3;311;33;Female;1;0
Bachelors;2015;Bangalore;3;539;39;Male;2;0
Masters;2014;Pune;2;577;33;Female;5;0
Bachelors;2015;Bangalore;3;551;35;Male;0;0
Masters;2012;New Delhi;3;503;38;Male;2;0
Bachelors;2016;Bangalore;3;414;36;Female;0;0
Bachelors;2014;Pune;2;728;36;Female;2;1
Bachelors;2015;Bangalore;1;796;35;Male;5;0
Bachelors;2017;Pune;2;629;34;Female;5;1
Bachelors;2015;Pune;2;777;41;Female;3;1
Bachelors;2016;Pune;3;596;32;Female;3;1
Bachelors;2017;Pune;2;732;41;Female;2;1
Bachelors;2016;Bangalore;3;340;36;Male;0;0
Bachelors;2017;Pune;2;717;39;Male;3;0
Bachelors;2015;Bangalore;3;306;38;Male;2;0
Bachelors;2014;Bangalore;3;490;34;Male;3;1
Bachelors;2012;Bangalore;3;524;39;Female;5;0
Bachelors;2017;Pune;3;586;36;Male;1;0
Bachelors;2014;Bangalore;3;346;35;Male;1;0
Masters;2018;Bangalore;3;423;31;Male;2;1
Bachelors;2012;Bangalore;3;399;41;Female;4;0
Bachelors;2017;Bangalore;3;562;35;Female;4;0
Bachelors;2015;Bangalore;1;783;40;Male;2;0
Bachelors;2018;Bangalore;3;370;33;Female;4;1
Bachelors;2016;Bangalore;3;424;37;Female;0;0
PHD;2018;Bangalore;3;476;36;Female;3;1
Bachelors;2012;Bangalore;3;562;40;Male;0;0
Bachelors;2017;New Delhi;2;659;36;Male;0;0
Masters;2015;New Delhi;3;316;38;Female;0;0
Bachelors;2014;New Delhi;2;766;31;Female;4;1
Bachelors;2016;Pune;3;331;40;Male;4;0
Bachelors;2017;Bangalore;3;499;37;Female;4;0
Bachelors;2015;New Delhi;3;522;38;Female;0;0
Masters;2017;New Delhi;2;631;35;Female;2;0
PHD;2018;New Delhi;3;315;35;Female;0;1
Bachelors;2012;Bangalore;3;510;38;Female;3;0
Bachelors;2012;Pune;3;376;31;Female;5;0
Masters;2016;New Delhi;3;512;33;Female;1;0
Bachelors;2013;Pune;2;554;32;Female;1;1
Bachelors;2017;Bangalore;1;817;39;Male;0;0
Bachelors;2018;New Delhi;3;329;35;Female;2;1
Bachelors;2014;New Delhi;3;491;38;Female;5;0
Bachelors;2015;Bangalore;3;395;32;Male;0;0
Bachelors;2017;Bangalore;3;473;34;Female;2;0
Bachelors;2017;Bangalore;3;422;41;Male;1;0
Masters;2012;Bangalore;3;474;40;Female;5;0
Bachelors;2012;Pune;2;669;32;Male;1;1
Bachelors;2013;Bangalore;3;557;35;Male;0;0
PHD;2013;New Delhi;1;777;36;Female;3;0
Bachelors;2013;Bangalore;3;462;40;Female;4;0
Bachelors;2018;Pune;2;670;35;Female;2;1
Masters;2017;New Delhi;2;668;37;Female;4;0
Bachelors;2017;Bangalore;3;449;34;Male;3;0
Bachelors;2012;Pune;3;339;36;Male;1;0
Bachelors;2015;New Delhi;3;398;37;Male;4;0
Bachelors;2014;Bangalore;3;458;39;Male;5;0
Bachelors;2017;New Delhi;2;570;39;Female;0;0
Masters;2018;New Delhi;3;462;38;Male;2;1
Bachelors;2013;New Delhi;3;549;37;Female;1;0
Bachelors;2012;New Delhi;2;524;33;Female;0;1
PHD;2014;Bangalore;3;309;38;Female;3;0
Masters;2017;New Delhi;2;590;40;Female;2;1
Bachelors;2012;Bangalore;3;479;41;Male;5;0
Bachelors;2013;Bangalore;2;562;38;Female;1;1
Bachelors;2012;Bangalore;3;365;37;Male;4;0
Bachelors;2014;Bangalore;3;424;39;Male;5;1
Bachelors;2018;Bangalore;3;467;35;Male;1;1
Masters;2017;New Delhi;3;548;39;Female;5;1
Bachelors;2015;Pune;2;607;31;Female;1;1
Bachelors;2012;Pune;3;580;33;Male;2;0
Bachelors;2017;Pune;3;439;33;Male;2;0
Bachelors;2013;Pune;3;339;32;Male;2;0
Bachelors;2015;Pune;2;623;40;Female;4;1
Bachelors;2013;New Delhi;3;461;38;Female;4;0
Bachelors;2016;Bangalore;3;579;34;Male;2;0
Bachelors;2016;Bangalore;1;803;39;Male;2;0
Bachelors;2012;Bangalore;3;553;38;Male;2;0
Masters;2017;New Delhi;2;667;31;Female;2;1
Bachelors;2017;Bangalore;3;500;35;Female;5;0
Bachelors;2013;Bangalore;3;560;31;Male;2;0
Bachelors;2012;Pune;3;545;33;Male;1;0
Bachelors;2015;Pune;2;698;37;Female;3;1
Masters;2018;New Delhi;3;522;40;Female;2;1
Bachelors;2014;Bangalore;3;544;38;Male;0;0
Bachelors;2012;Bangalore;3;416;31;Male;5;0
PHD;2014;Bangalore;3;418;39;Male;1;0
Bachelors;2016;New Delhi;3;368;40;Male;0;0
Bachelors;2017;Pune;3;329;36;Female;0;1
Bachelors;2015;Bangalore;3;449;39;Female;3;1
Bachelors;2012;Bangalore;3;301;39;Male;0;0
Bachelors;2013;Bangalore;3;354;35;Female;0;0
Masters;2013;New Delhi;3;528;35;Male;2;0
Bachelors;2013;Bangalore;3;479;35;Male;5;0
Masters;2017;Bangalore;3;540;34;Female;4;0
Bachelors;2014;Bangalore;3;328;41;Male;4;0
Bachelors;2017;Bangalore;3;568;35;Male;5;0
Bachelors;2013;Bangalore;3;493;40;Male;1;0
Masters;2017;Pune;3;469;31;Male;3;1
Masters;2014;New Delhi;3;477;33;Male;3;0
Bachelors;2017;Pune;2;697;33;Female;2;1
Bachelors;2016;Bangalore;3;395;39;Female;5;0
Bachelors;2016;Bangalore;3;456;41;Male;1;1
Bachelors;2017;Bangalore;3;588;32;Male;5;0
Bachelors;2014;Pune;2;750;39;Female;5;1
Bachelors;2014;Bangalore;3;325;31;Male;1;0
Bachelors;2012;Bangalore;3;442;40;Male;3;0
Masters;2018;New Delhi;3;348;34;Male;2;1
Bachelors;2018;New Delhi;3;516;37;Male;4;1
Bachelors;2016;Bangalore;3;506;37;Female;0;0
Bachelors;2014;Bangalore;3;581;36;Female;3;0
Bachelors;2015;Bangalore;2;565;39;Female;0;1
Bachelors;2014;Pune;3;589;37;Male;1;0
Masters;2014;New Delhi;3;573;37;Male;2;0
Masters;2017;New Delhi;3;372;32;Male;2;0
Bachelors;2014;New Delhi;3;479;37;Male;3;0
Bachelors;2017;Bangalore;3;398;36;Female;3;0
Bachelors;2015;Pune;2;720;40;Female;2;1
Bachelors;2014;Bangalore;3;502;40;Male;0;0
Bachelors;2012;Pune;3;304;32;Male;3;0
Bachelors;2012;Bangalore;3;466;37;Male;3;1
Bachelors;2017;Pune;3;354;40;Female;1;1
Bachelors;2014;Pune;3;477;40;Male;5;0
Bachelors;2017;Bangalore;3;520;34;Female;0;0
Bachelors;2012;Bangalore;3;453;37;Male;3;0
Bachelors;2017;Bangalore;3;588;35;Male;3;0
Bachelors;2017;Pune;3;566;37;Female;2;0
Bachelors;2012;New Delhi;3;365;35;Female;2;0
Bachelors;2014;Bangalore;3;419;31;Male;0;1
Bachelors;2016;Bangalore;3;584;41;Male;4;0
Masters;2017;New Delhi;3;355;37;Female;3;0
Bachelors;2018;Pune;3;440;40;Male;0;1
Bachelors;2018;Bangalore;1;770;36;Male;1;0
PHD;2018;New Delhi;3;463;37;Female;2;1
Bachelors;2014;Bangalore;3;576;40;Female;0;0
Bachelors;2017;Bangalore;3;596;34;Male;3;0
Bachelors;2018;Pune;3;589;37;Male;5;1
Bachelors;2016;Pune;3;529;38;Male;0;0
Bachelors;2017;Bangalore;2;607;37;Male;2;1
Bachelors;2016;Pune;3;491;32;Male;1;1
Bachelors;2016;Bangalore;3;452;31;Male;3;0
Bachelors;2013;Bangalore;1;708;40;Male;2;0
Bachelors;2017;Bangalore;3;311;40;Female;4;0
Bachelors;2015;Bangalore;3;555;31;Male;1;0
Masters;2017;Pune;2;581;36;Male;2;0
Bachelors;2017;Bangalore;3;468;38;Male;2;0
Bachelors;2014;Pune;3;504;37;Female;5;1
Bachelors;2014;Pune;3;475;34;Female;2;1
Bachelors;2013;Bangalore;3;454;41;Male;2;1
Bachelors;2015;Pune;2;787;32;Female;3;1
Bachelors;2015;Pune;3;595;34;Male;5;0
PHD;2013;Bangalore;3;566;39;Male;2;1
Masters;2013;New Delhi;2;717;32;Male;2;1
Bachelors;2012;Bangalore;3;348;31;Female;3;0
PHD;2016;New Delhi;3;469;40;Male;1;0
Bachelors;2015;Bangalore;3;438;37;Female;0;0
Masters;2017;New Delhi;3;302;40;Female;0;0
Bachelors;2013;Bangalore;3;320;31;Male;1;0
Bachelors;2017;Bangalore;3;494;32;Male;2;0
Bachelors;2017;Bangalore;3;385;34;Female;1;0
Masters;2013;Pune;2;705;41;Male;2;1
Masters;2015;New Delhi;3;406;37;Male;2;0
Bachelors;2015;Bangalore;3;551;40;Female;1;0
Masters;2017;Pune;2;528;35;Male;2;0
Bachelors;2012;Bangalore;3;549;39;Male;3;0
Bachelors;2017;Pune;3;312;41;Male;4;0
Bachelors;2015;Bangalore;3;586;36;Male;4;0
Bachelors;2014;Bangalore;3;411;32;Male;5;0
Bachelors;2013;Bangalore;3;301;41;Male;2;0
Bachelors;2013;Bangalore;3;324;32;Male;0;0
